Driver_Age,Vision_Quality,Driving_Speed,Weather,Accident,Severe_Hospitalization
29.4,89.3,77.5,Clear,0,0
52.8,82.1,65.4,Clear,0,0
40.6,86.9,62.8,Clear,0,0
73.5,54.3,74.0,Clear,1,1
46.9,85.7,63.2,Snow,0,0
34.7,99.5,62.1,Snow,0,0
59.3,75.0,59.0,Clear,0,0
65.4,83.8,41.0,Snow,1,1
29.2,81.9,69.0,Rain,0,0
29.2,91.0,65.8,Clear,0,0
20.5,96.4,85.2,Clear,0,0
67.3,89.0,53.5,Snow,0,1
62.5,80.0,71.1,Rain,1,1
49.8,69.7,81.3,Rain,0,0
74.6,42.3,65.2,Rain,1,1
72.0,64.7,56.3,Clear,1,1
57.2,89.2,65.7,Clear,0,0
76.2,57.4,41.5,Clear,1,1
31.8,95.8,73.1,Clear,0,0
25.5,100.0,68.4,Clear,0,0
36.1,88.5,79.7,Clear,1,0
21.8,100.0,104.2,Clear,0,0
53.6,72.7,70.8,Clear,1,0
80.8,36.2,35.0,Clear,1,1
20.6,84.5,75.3,Clear,0,0
26.2,94.5,78.0,Clear,0,0
48.3,87.5,68.8,Clear,0,0
80.6,44.7,47.7,Rain,1,1
39.2,92.0,74.0,Snow,0,0
52.0,79.0,54.0,Clear,0,0
20.8,97.4,69.4,Clear,0,0
27.9,84.0,82.5,Rain,0,0
84.1,46.3,43.4,Clear,0,0
82.7,36.4,59.5,Rain,1,1
18.3,96.0,66.2,Clear,0,0
81.8,53.7,72.1,Rain,1,1
60.8,72.9,55.1,Snow,0,0
76.2,45.4,54.5,Rain,1,1
48.5,79.0,71.1,Clear,0,0
52.5,85.6,60.5,Rain,0,0
50.8,90.4,68.3,Rain,0,0
62.7,88.0,67.9,Rain,0,0
27.4,100.0,85.9,Clear,0,0
20.0,81.2,87.1,Rain,0,0
38.6,96.6,70.0,Clear,0,0
65.2,76.2,59.6,Clear,0,1
31.5,89.9,98.1,Clear,0,0
63.1,77.0,71.5,Clear,1,1
83.0,30.8,44.8,Rain,1,0
24.3,100.0,78.5,Rain,1,0
63.1,88.7,58.6,Clear,0,0
47.7,88.3,66.8,Rain,0,0
76.2,65.2,44.4,Snow,0,1
29.9,83.2,71.1,Clear,0,0
64.4,70.8,79.6,Clear,0,1
74.2,41.8,63.3,Clear,1,1
81.3,36.5,30.0,Clear,1,1
63.8,83.0,73.9,Clear,0,0
51.3,87.5,77.6,Clear,0,0
59.4,84.6,59.8,Clear,0,0
76.2,43.0,63.9,Snow,1,1
56.2,91.1,56.1,Rain,0,0
20.0,100.0,74.5,Clear,0,0
80.4,50.2,70.0,Clear,1,1
64.2,66.4,58.8,Clear,0,0
63.3,84.4,43.2,Clear,1,1
32.5,84.7,73.6,Clear,0,0
62.1,79.2,61.6,Clear,0,0
44.4,93.7,81.4,Clear,0,0
61.6,83.3,62.7,Clear,0,0
25.1,90.3,72.9,Clear,1,0
62.1,82.4,72.8,Rain,0,0
85.0,21.0,54.4,Clear,1,1
21.2,100.0,71.2,Clear,0,0
83.5,35.2,65.4,Clear,1,1
45.3,98.0,71.0,Snow,0,1
76.3,49.8,56.7,Rain,1,1
70.4,64.0,60.8,Clear,1,0
56.0,78.7,54.1,Snow,0,0
67.5,82.3,54.9,Clear,0,0
76.9,47.1,56.5,Snow,1,1
45.1,94.3,67.2,Clear,1,1
39.9,88.2,84.0,Clear,0,0
62.7,66.3,64.3,Rain,0,1
72.1,59.5,66.9,Clear,1,0
69.1,62.0,59.7,Rain,0,1
71.5,66.0,69.2,Clear,0,1
47.2,78.8,72.3,Rain,0,0
72.8,69.9,58.2,Clear,0,1
26.1,96.0,76.6,Clear,0,0
54.5,84.0,55.9,Snow,1,1
18.4,100.0,84.9,Rain,0,0
39.7,99.0,70.9,Snow,0,0
42.6,90.0,65.2,Rain,1,1
44.5,83.2,80.4,Rain,0,0
64.6,67.2,48.9,Clear,0,0
44.0,84.1,65.4,Clear,0,0
48.1,83.0,78.3,Clear,0,1
33.9,94.5,76.8,Clear,0,0
43.0,87.2,69.5,Rain,0,0
33.2,99.4,76.4,Clear,0,0
22.9,93.1,79.8,Snow,0,0
58.4,83.4,48.7,Clear,0,1
62.8,91.6,58.6,Rain,0,0
59.5,86.1,79.6,Clear,0,0
49.1,87.1,61.0,Clear,0,0
43.4,85.0,66.6,Snow,1,1
75.8,50.1,51.4,Clear,1,1
52.8,79.3,65.2,Clear,0,0
50.1,82.8,61.3,Clear,0,1
19.7,100.0,84.2,Clear,1,0
40.9,89.1,72.8,Clear,0,0
43.5,79.0,77.5,Rain,1,0
44.7,100.0,58.8,Clear,1,0
56.9,87.0,61.0,Clear,0,0
53.8,74.4,63.4,Clear,0,0
58.7,80.2,68.3,Rain,0,0
69.2,71.9,51.6,Rain,0,0
72.5,76.9,67.4,Clear,1,1
66.1,69.7,72.6,Clear,1,1
82.0,48.2,44.5,Clear,0,0
19.2,100.0,74.6,Rain,0,0
31.1,89.7,69.4,Rain,0,0
18.5,97.6,106.1,Snow,0,0
61.4,74.4,58.3,Clear,0,0
78.2,48.0,72.7,Clear,1,1
34.3,93.2,60.8,Clear,0,0
80.1,50.2,45.3,Clear,0,0
22.0,100.0,71.5,Clear,0,0
80.6,37.8,46.5,Clear,0,0
41.6,74.8,67.9,Rain,1,1
24.8,97.1,70.2,Clear,0,0
50.6,89.3,58.8,Rain,0,0
35.2,95.1,84.7,Clear,0,0
37.1,89.8,84.6,Snow,0,0
38.6,92.8,81.3,Snow,0,0
71.8,77.0,63.7,Snow,0,0
54.1,88.6,66.5,Rain,1,1
38.9,88.7,66.7,Rain,0,0
58.9,79.6,54.1,Clear,0,0
66.0,77.5,64.4,Clear,1,1
36.3,100.0,61.0,Rain,0,0
45.7,87.5,59.0,Rain,0,0
26.2,96.6,88.3,Snow,1,0
30.1,91.3,94.2,Clear,0,0
63.6,90.5,65.7,Clear,0,0
30.2,100.0,86.2,Rain,1,0
53.2,89.5,63.5,Snow,0,0
65.5,80.6,47.6,Clear,0,1
25.2,97.4,83.3,Clear,0,0
56.0,65.7,70.5,Clear,0,0
35.2,99.1,73.8,Clear,1,1
82.5,40.2,51.8,Clear,0,1
50.4,90.5,76.7,Clear,0,0
72.0,58.7,48.5,Rain,0,0
54.9,82.2,57.5,Clear,0,0
20.9,95.5,68.8,Clear,0,0
60.4,91.2,63.9,Rain,0,0
81.7,38.0,43.6,Snow,1,1
58.3,100.0,57.0,Snow,0,0
72.9,65.7,51.0,Clear,0,0
77.2,41.6,53.7,Snow,1,1
33.3,92.9,59.0,Clear,0,0
32.2,89.1,75.2,Rain,1,1
58.9,66.1,76.1,Rain,0,1
45.5,100.0,70.3,Clear,0,1
74.3,64.6,72.9,Clear,0,0
78.3,53.5,69.2,Clear,1,1
41.7,91.9,78.3,Rain,0,0
33.9,82.6,74.4,Clear,0,0
70.3,64.6,59.3,Rain,0,0
36.4,99.4,80.3,Clear,1,0
73.1,53.3,54.0,Clear,0,0
46.4,68.4,49.8,Snow,0,0
62.7,80.3,67.0,Rain,0,0
24.4,96.3,66.1,Snow,1,0
59.8,84.4,53.7,Clear,0,0
48.3,93.7,67.9,Clear,0,0
57.3,89.4,63.3,Clear,0,0
29.3,97.6,61.4,Clear,0,0
67.4,85.1,61.9,Clear,0,0
75.8,43.1,66.5,Rain,1,1
32.5,98.2,62.9,Clear,0,0
24.4,100.0,90.2,Clear,0,0
19.6,89.4,63.8,Clear,0,0
61.0,70.8,84.0,Clear,0,1
58.7,77.8,59.6,Rain,0,0
54.6,80.1,66.8,Clear,1,1
33.5,99.8,54.9,Clear,0,0
44.2,84.6,68.9,Clear,0,0
57.8,77.2,66.4,Snow,0,0
51.3,81.8,65.8,Snow,1,1
84.2,44.1,47.9,Rain,1,1
27.1,96.4,66.9,Clear,0,0
64.6,79.9,72.7,Clear,0,0
45.1,88.3,69.5,Rain,0,0
46.7,98.9,83.9,Snow,0,0
66.1,72.6,55.5,Snow,0,1
64.4,92.0,57.1,Rain,0,0
84.4,36.3,61.6,Clear,1,1
26.6,95.3,60.3,Snow,0,0
25.0,100.0,65.1,Rain,0,0
66.5,69.1,71.6,Rain,0,0
56.8,81.7,52.8,Clear,1,0
36.4,82.8,54.5,Clear,0,0
23.3,100.0,96.6,Clear,1,0
23.7,100.0,63.8,Clear,0,0
77.9,63.6,57.9,Clear,1,0
30.9,100.0,75.5,Rain,0,0
39.7,89.8,43.2,Clear,0,0
33.2,91.0,71.3,Clear,1,0
41.8,77.1,75.0,Clear,0,0
22.7,100.0,81.7,Clear,0,0
52.8,89.8,75.1,Snow,0,0
22.5,94.3,74.3,Clear,0,0
71.6,75.9,65.7,Clear,0,0
33.7,86.0,66.8,Snow,1,0
54.2,88.8,51.4,Rain,0,0
77.0,51.1,43.4,Clear,0,1
61.6,87.7,47.9,Rain,0,0
53.7,85.2,75.8,Rain,0,0
39.7,79.7,56.2,Rain,0,0
40.3,91.7,73.8,Clear,0,0
62.9,90.4,59.4,Snow,0,0
84.6,33.9,52.3,Clear,1,1
62.3,88.5,75.9,Clear,0,0
55.4,76.7,60.7,Clear,0,0
67.0,76.3,66.5,Clear,0,0
49.2,82.5,67.9,Snow,0,0
22.0,100.0,76.9,Clear,0,0
55.7,85.2,87.9,Clear,0,0
82.2,45.5,39.9,Clear,1,1
29.7,100.0,88.2,Clear,0,0
64.2,87.0,68.1,Snow,0,0
31.5,96.8,69.8,Clear,0,0
53.9,77.7,81.9,Rain,0,0
24.5,97.4,58.9,Rain,0,0
48.2,83.7,62.7,Rain,0,0
68.7,69.7,47.7,Rain,0,1
41.3,87.7,74.8,Clear,0,0
62.5,74.3,51.0,Rain,0,0
71.3,50.4,63.0,Rain,1,1
80.1,39.6,53.3,Rain,1,1
33.7,95.3,68.9,Snow,0,0
44.8,78.5,73.2,Rain,1,0
28.2,96.0,73.2,Rain,0,1
84.5,49.6,42.5,Snow,1,1
80.1,53.1,83.2,Clear,1,1
54.2,98.7,60.7,Clear,0,0
74.4,61.7,35.3,Clear,0,0
52.9,95.4,57.6,Clear,0,0
59.8,77.5,50.6,Rain,1,1
24.0,92.5,85.9,Rain,1,0
68.6,50.6,63.0,Rain,1,1
26.6,100.0,80.6,Snow,1,0
73.3,73.5,54.2,Clear,0,0
70.4,63.8,56.2,Rain,1,1
65.5,78.0,57.3,Clear,0,0
20.4,93.0,78.2,Clear,0,0
38.3,94.9,80.2,Clear,0,0
35.6,100.0,76.3,Rain,0,0
42.1,76.4,75.3,Clear,0,0
23.9,100.0,82.6,Rain,0,0
80.8,41.1,63.7,Clear,1,1
55.1,86.1,68.0,Clear,0,0
38.5,95.5,75.4,Clear,0,0
44.6,87.9,81.2,Clear,0,0
48.0,87.2,61.4,Snow,0,0
58.2,82.2,55.3,Clear,0,0
52.6,93.9,54.3,Snow,0,0
79.6,49.5,57.2,Snow,1,1
51.3,88.4,48.1,Snow,0,0
84.5,24.3,58.0,Clear,1,1
75.0,54.1,56.1,Snow,1,1
32.0,100.0,85.8,Clear,0,0
80.3,44.7,48.3,Clear,1,0
25.8,100.0,74.8,Clear,0,0
72.8,76.7,69.3,Snow,0,0
43.5,98.1,83.6,Clear,0,0
76.8,53.6,49.7,Clear,1,1
76.2,50.3,58.6,Clear,1,1
72.0,44.0,61.3,Clear,1,1
70.9,65.6,62.6,Clear,0,0
38.4,89.2,69.2,Rain,0,0
23.4,100.0,90.6,Clear,0,0
45.0,88.0,50.3,Snow,0,0
29.6,92.8,71.1,Rain,0,0
64.6,67.1,65.9,Snow,1,1
41.2,83.2,75.3,Clear,0,0
83.4,40.9,67.4,Rain,1,1
60.9,96.5,74.8,Clear,0,1
73.1,61.0,55.1,Clear,1,1
26.9,99.1,89.4,Rain,0,0
75.8,63.0,49.8,Rain,1,1
79.8,39.1,64.6,Rain,1,1
50.6,89.9,85.1,Rain,0,0
58.6,77.8,75.9,Clear,0,0
69.2,77.9,60.6,Rain,0,0
29.7,96.5,72.0,Clear,1,0
51.7,88.9,51.2,Clear,0,0
44.7,83.1,72.4,Rain,0,0
27.8,100.0,64.9,Snow,0,0
42.6,100.0,62.2,Clear,0,0
22.6,90.1,66.3,Clear,0,0
19.7,96.6,74.7,Clear,0,0
27.1,98.2,76.1,Clear,0,0
82.5,45.4,56.9,Rain,1,1
54.8,80.8,59.3,Rain,1,0
82.7,16.0,64.8,Rain,1,1
47.0,99.3,66.3,Rain,0,0
38.9,97.7,63.8,Clear,0,0
51.9,72.5,68.7,Clear,0,0
47.4,83.4,87.9,Clear,1,1
25.1,100.0,80.5,Rain,0,0
60.9,94.4,59.2,Rain,0,0
32.5,100.0,58.9,Rain,0,0
59.5,82.0,61.2,Clear,0,0
61.6,83.2,64.9,Clear,0,0
28.2,94.9,72.0,Snow,0,0
22.1,100.0,61.7,Clear,0,0
70.3,61.4,50.6,Rain,1,1
48.8,81.2,82.2,Clear,0,0
21.9,100.0,92.8,Clear,0,0
84.7,33.7,44.5,Rain,1,1
21.9,100.0,85.2,Clear,0,0
64.6,76.0,49.6,Rain,0,0
83.9,35.4,67.7,Rain,1,1
34.0,86.2,76.0,Clear,0,0
27.5,96.2,85.7,Rain,0,0
26.1,84.9,59.6,Clear,0,0
38.3,88.0,78.6,Clear,0,0
24.8,85.8,77.2,Rain,0,0
64.4,87.0,70.0,Clear,0,0
22.2,100.0,87.5,Clear,0,0
52.1,72.5,67.0,Snow,1,0
84.8,44.4,47.3,Clear,1,1
72.5,83.1,66.0,Rain,1,1
59.2,83.9,62.9,Rain,1,1
38.5,86.7,63.1,Clear,0,0
59.8,100.0,54.1,Clear,0,0
53.3,75.3,51.1,Clear,1,1
46.5,88.7,63.5,Clear,1,0
26.8,97.9,87.5,Rain,0,0
77.4,62.2,58.0,Rain,0,0
48.1,90.8,62.6,Clear,0,0
31.0,90.8,82.8,Rain,0,0
42.6,82.5,61.8,Snow,0,0
45.7,86.2,69.9,Clear,0,0
73.4,52.9,56.0,Rain,1,1
67.2,76.4,68.1,Rain,0,0
69.5,65.8,43.6,Clear,0,0
18.7,87.8,71.2,Clear,1,0
45.9,98.9,52.5,Rain,0,0
50.3,83.1,64.5,Clear,0,0
19.3,89.3,91.6,Clear,0,0
35.4,91.7,68.0,Rain,0,1
68.9,72.3,54.5,Rain,1,1
27.2,82.4,85.0,Clear,1,0
53.9,88.3,76.3,Clear,1,1
32.4,85.9,73.3,Clear,1,1
18.8,100.0,86.5,Clear,0,0
34.2,97.7,62.8,Clear,0,0
83.4,33.9,67.6,Clear,1,1
71.7,59.2,80.0,Clear,1,1
82.3,38.9,59.5,Clear,1,1
50.7,91.8,46.1,Clear,0,0
25.4,96.9,71.5,Clear,0,0
54.7,83.6,71.4,Clear,0,0
48.4,88.3,63.6,Clear,0,0
74.6,53.4,70.1,Snow,1,1
24.6,94.6,83.3,Clear,1,0
50.7,70.2,59.9,Rain,0,0
28.1,100.0,76.3,Snow,1,0
39.8,93.7,62.4,Clear,0,0
67.4,69.2,58.4,Rain,1,1
49.9,100.0,61.7,Clear,0,0
43.2,90.6,81.7,Clear,0,0
44.4,81.1,90.6,Clear,0,0
48.8,94.5,53.4,Clear,0,0
70.6,71.0,39.7,Clear,1,1
77.8,53.7,53.6,Clear,0,0
82.0,37.0,39.2,Rain,1,1
70.7,71.1,59.4,Snow,0,0
39.1,89.5,79.0,Clear,0,1
64.1,86.0,76.5,Clear,0,0
47.3,73.0,70.3,Clear,0,0
35.1,89.7,71.2,Clear,0,0
74.3,72.6,37.7,Rain,0,1
20.6,92.8,79.2,Clear,0,0
78.4,44.2,56.5,Clear,1,1
48.9,84.0,74.0,Rain,0,0
60.7,73.2,55.8,Rain,0,0
62.2,64.7,58.0,Clear,0,0
78.0,48.2,41.2,Clear,1,1
60.7,84.0,40.0,Clear,0,0
59.1,83.1,52.5,Clear,0,0
22.5,97.1,62.5,Clear,0,0
52.7,86.5,69.5,Clear,0,0
28.1,100.0,70.8,Snow,0,0
67.4,73.9,54.9,Clear,0,1
52.3,81.7,56.4,Clear,0,0
63.6,79.5,30.0,Clear,0,0
20.8,100.0,94.0,Clear,0,0
23.7,100.0,67.7,Rain,0,0
66.0,73.8,56.7,Clear,0,0
22.8,98.9,63.5,Clear,0,0
22.8,100.0,87.8,Clear,0,0
18.8,91.7,81.1,Clear,0,0
82.1,40.4,46.1,Clear,1,1
67.4,63.7,56.3,Clear,0,1
41.7,76.4,87.3,Clear,0,0
37.9,95.0,71.3,Clear,0,0
41.4,87.6,68.8,Clear,0,0
69.9,71.1,49.8,Rain,0,0
62.3,82.1,43.3,Rain,0,0
30.4,87.2,73.4,Rain,0,0
29.7,95.0,78.6,Rain,0,0
24.6,87.5,88.4,Clear,0,0
62.2,93.4,39.8,Rain,0,0
69.2,60.2,48.3,Clear,0,0
35.8,91.3,67.1,Clear,0,0
19.4,91.1,79.4,Clear,0,0
23.5,100.0,76.3,Clear,0,0
82.8,35.7,52.8,Snow,1,1
37.8,87.9,76.2,Clear,0,0
69.5,77.1,50.4,Clear,0,0
59.9,83.5,72.6,Clear,1,1
43.6,93.9,74.1,Clear,0,0
31.8,86.6,71.3,Clear,0,0
26.1,85.5,92.8,Clear,1,0
59.2,84.4,79.1,Clear,0,0
69.9,66.9,68.6,Rain,1,1
61.1,87.8,32.6,Clear,0,0
53.5,85.1,81.6,Clear,0,0
20.8,100.0,86.8,Rain,0,0
82.9,25.3,74.1,Snow,1,1
71.5,80.7,71.0,Clear,1,1
37.6,90.8,87.9,Clear,1,0
83.7,42.0,62.5,Snow,1,1
58.3,77.2,77.4,Clear,1,0
57.0,86.9,84.3,Clear,0,0
68.1,63.3,62.1,Clear,1,1
72.4,67.1,42.5,Snow,0,1
62.0,79.6,59.3,Snow,0,0
26.6,96.8,80.5,Rain,0,0
40.7,96.5,71.7,Clear,0,0
80.2,34.9,42.7,Clear,1,1
33.0,88.5,57.7,Clear,0,0
42.9,93.7,62.6,Rain,0,0
46.9,100.0,76.5,Snow,1,1
47.4,87.1,84.0,Clear,0,0
59.1,88.3,72.7,Rain,0,0
81.2,41.5,65.3,Clear,1,1
34.1,100.0,72.7,Clear,0,0
26.1,82.8,59.3,Rain,0,0
31.2,95.5,70.2,Clear,0,0
77.4,38.4,53.6,Clear,0,0
61.3,62.6,57.7,Clear,0,0
37.2,94.7,72.9,Rain,0,0
72.7,63.9,62.5,Rain,0,1
75.7,53.2,65.4,Snow,1,0
74.7,57.0,54.5,Rain,1,1
79.6,71.0,36.3,Clear,0,1
34.9,91.2,68.4,Clear,0,0
68.6,76.7,60.2,Snow,0,1
48.9,82.5,79.9,Clear,0,1
74.4,61.0,51.8,Rain,1,1
66.8,75.0,65.6,Rain,0,0
70.0,65.9,62.1,Rain,1,1
62.0,97.0,62.9,Clear,1,1
29.9,100.0,84.6,Clear,0,0
54.5,86.5,58.8,Rain,1,1
84.0,17.2,47.9,Rain,1,1
80.8,40.4,54.8,Rain,1,1
20.9,100.0,72.4,Clear,0,0
29.0,93.7,80.7,Clear,1,1
26.8,100.0,69.3,Rain,1,0
66.6,88.8,62.8,Rain,0,0
72.8,64.3,57.1,Rain,1,0
32.3,87.5,76.4,Clear,0,0
51.9,67.0,61.8,Snow,1,0
74.3,64.3,54.1,Clear,1,1
67.1,69.6,61.3,Rain,0,0
54.3,86.9,67.5,Clear,0,0
57.6,74.2,64.1,Clear,0,0
52.1,84.3,83.4,Rain,1,1
37.9,92.3,62.1,Clear,0,0
55.9,87.0,64.2,Clear,0,0
64.2,72.6,45.8,Clear,0,0
76.5,63.1,60.3,Rain,0,0
60.6,78.2,51.8,Clear,0,0
69.0,58.2,56.8,Clear,0,0
28.7,94.8,72.0,Snow,0,0
48.9,87.9,70.4,Clear,0,0
18.6,100.0,74.2,Clear,0,0
34.5,100.0,67.4,Clear,0,0
66.7,75.3,74.9,Snow,1,1
84.5,33.6,56.3,Clear,1,1
24.6,88.5,71.7,Rain,0,0
44.9,95.8,66.7,Clear,0,0
71.6,66.8,75.0,Rain,0,0
31.7,91.2,72.2,Rain,0,0
55.2,69.9,58.2,Clear,0,0
67.1,87.7,53.5,Clear,0,0
59.3,73.7,58.0,Rain,1,1
30.6,90.2,69.0,Clear,0,0
41.8,93.3,57.7,Snow,0,0
70.5,58.4,47.8,Clear,0,1
55.1,73.2,56.9,Rain,0,0
18.4,82.9,85.8,Clear,0,0
69.0,77.4,55.8,Rain,1,1
20.4,94.7,77.0,Clear,0,0
68.0,97.5,72.7,Clear,0,0
31.6,86.6,87.5,Clear,1,0
82.2,32.6,51.5,Clear,1,1
42.7,85.6,63.8,Clear,0,1
39.9,93.2,62.6,Clear,0,0
28.0,92.2,82.9,Rain,0,0
38.5,96.7,69.8,Clear,0,0
76.7,45.2,52.6,Rain,0,0
84.8,22.7,45.2,Clear,0,0
42.7,75.7,62.4,Clear,0,0
48.1,70.2,71.2,Clear,0,0
66.4,73.7,47.5,Snow,0,1
77.4,49.1,66.2,Rain,1,1
57.7,79.1,58.8,Clear,0,0
44.2,99.5,68.0,Rain,0,0
45.6,98.8,55.6,Clear,0,0
64.6,78.7,61.2,Clear,0,1
18.2,85.6,76.6,Clear,1,0
59.5,78.9,62.9,Clear,0,0
41.8,85.7,85.2,Clear,0,0
71.2,61.0,60.5,Rain,1,0
24.2,91.9,69.6,Clear,0,0
57.4,79.0,57.1,Rain,0,0
50.2,84.0,73.1,Clear,1,1
61.0,77.7,75.8,Clear,0,0
22.3,99.9,81.1,Rain,0,0
56.9,87.3,71.3,Rain,0,0
55.6,77.7,71.0,Snow,1,1
55.6,95.1,79.2,Clear,0,0
58.4,76.0,44.3,Rain,1,0
63.3,68.9,68.5,Rain,1,1
71.9,67.6,68.3,Clear,1,1
36.1,86.2,59.4,Clear,1,0
73.3,63.9,49.0,Clear,1,1
51.4,67.4,58.1,Clear,0,1
23.2,100.0,70.6,Clear,0,0
21.9,100.0,73.6,Snow,0,0
40.4,79.0,73.5,Clear,0,0
70.6,56.0,67.6,Rain,1,1
65.4,93.6,71.8,Rain,0,0
70.8,61.3,50.5,Clear,0,0
52.7,79.5,57.7,Clear,0,0
47.5,70.1,81.4,Clear,0,0
27.9,93.2,82.5,Rain,1,0
40.0,89.4,72.0,Snow,1,1
47.1,94.1,73.1,Clear,0,0
23.9,86.4,77.3,Rain,0,0
32.8,81.9,79.3,Clear,0,0
58.1,87.6,60.6,Rain,0,0
67.3,83.8,63.0,Clear,1,1
84.9,20.9,38.1,Clear,1,1
80.5,52.6,48.1,Clear,1,1
61.1,83.1,56.0,Clear,0,0
46.2,97.4,65.0,Clear,0,0
60.6,82.4,53.7,Rain,0,0
70.6,47.5,53.6,Clear,1,1
25.9,95.6,61.7,Rain,0,0
45.5,97.5,74.5,Clear,0,0
74.3,51.8,56.7,Rain,1,1
43.7,86.6,52.7,Rain,0,0
56.3,83.3,56.3,Rain,0,0
57.4,61.1,67.6,Clear,0,0
30.4,100.0,69.6,Clear,0,0
42.3,83.1,63.3,Rain,1,1
40.4,95.1,70.3,Clear,0,0
19.8,98.6,82.7,Clear,0,0
19.6,100.0,65.0,Clear,0,0
73.7,63.5,63.2,Rain,1,1
36.3,90.8,64.7,Rain,1,0
52.7,79.0,65.9,Rain,0,0
38.0,98.4,71.6,Clear,0,0
81.0,27.8,49.5,Clear,0,1
35.4,98.2,62.8,Snow,0,0
46.8,79.7,65.6,Clear,0,0
76.5,63.7,72.9,Clear,1,1
74.4,59.9,43.8,Clear,0,1
30.5,100.0,91.9,Clear,0,0
71.8,65.6,55.9,Clear,0,0
48.7,73.7,68.1,Clear,1,1
50.4,80.2,56.2,Clear,1,1
26.9,100.0,68.7,Clear,0,0
23.4,99.2,72.8,Rain,0,0
66.8,86.4,50.0,Clear,0,0
51.3,89.9,64.6,Clear,0,0
47.3,80.6,64.2,Rain,0,0
66.9,70.3,79.0,Snow,0,0
69.3,71.7,47.8,Clear,0,0
28.6,77.2,76.8,Rain,0,0
58.9,97.0,66.1,Clear,0,0
27.1,99.9,65.7,Clear,0,0
68.3,83.0,66.7,Clear,0,0
62.0,69.7,58.4,Clear,0,0
82.1,50.1,30.0,Rain,1,1
22.6,100.0,84.8,Clear,0,0
21.8,87.9,67.3,Clear,0,0
36.9,98.6,62.0,Rain,0,0
35.5,93.0,79.9,Clear,1,1
34.5,81.0,69.9,Rain,0,0
78.7,52.2,64.9,Rain,1,1
34.7,100.0,85.4,Clear,0,0
36.2,87.9,66.3,Snow,0,0
68.9,81.2,67.6,Clear,1,1
48.1,74.6,60.4,Clear,0,0
70.0,57.1,81.5,Clear,0,1
22.4,99.3,71.3,Rain,0,0
50.7,87.1,77.2,Rain,0,0
20.3,93.4,87.5,Clear,0,0
22.2,100.0,81.5,Clear,0,0
78.7,52.5,49.0,Clear,1,1
27.3,100.0,74.8,Rain,0,0
53.7,84.7,44.2,Rain,0,0
45.5,93.8,71.2,Rain,0,0
41.3,87.1,74.2,Rain,0,0
78.3,65.7,57.2,Clear,0,1
19.5,92.9,49.7,Clear,0,0
62.5,99.1,49.6,Clear,0,0
82.5,39.4,46.7,Rain,1,1
55.5,74.0,67.9,Clear,0,0
80.8,54.3,57.8,Clear,0,1
21.5,99.6,76.9,Snow,0,0
46.1,95.6,75.1,Rain,0,0
35.4,100.0,62.8,Clear,1,0
67.0,79.2,66.5,Rain,1,1
83.7,31.5,58.4,Snow,1,1
35.2,100.0,76.9,Clear,0,0
61.8,82.5,60.6,Clear,0,0
31.3,100.0,93.0,Clear,0,0
55.9,67.6,69.8,Clear,1,0
49.1,91.1,57.9,Rain,0,0
83.1,32.6,56.4,Clear,1,1
58.8,96.9,71.2,Clear,0,1
41.4,95.6,64.8,Clear,0,0
25.6,98.9,87.8,Clear,0,0
28.1,99.8,79.8,Clear,0,0
33.1,86.0,50.5,Rain,0,0
34.8,100.0,76.3,Clear,0,0
75.0,73.2,53.1,Rain,1,1
55.6,88.1,70.3,Rain,0,0
53.1,98.7,75.4,Clear,0,0
25.7,92.4,78.9,Rain,0,0
75.6,49.3,73.6,Rain,1,1
66.4,78.1,58.8,Clear,1,1
22.5,100.0,84.4,Clear,0,0
65.4,77.0,69.1,Rain,1,0
54.4,89.7,64.5,Snow,0,0
23.5,100.0,85.6,Clear,0,0
48.7,79.7,61.8,Clear,0,0
50.5,91.2,62.8,Clear,0,0
29.1,100.0,62.4,Clear,0,1
81.4,43.3,57.1,Clear,0,0
74.9,66.5,60.5,Clear,0,1
62.8,72.3,73.9,Clear,0,0
49.0,91.4,75.5,Clear,0,0
45.6,79.6,66.1,Clear,0,0
61.6,73.6,50.8,Clear,0,1
54.5,80.3,69.7,Clear,0,0
22.2,90.8,89.4,Clear,0,0
52.3,81.9,73.8,Rain,1,1
72.0,62.6,69.2,Snow,1,1
48.8,94.4,65.6,Clear,0,0
21.5,96.0,73.9,Clear,0,0
70.7,54.9,51.6,Clear,1,1
31.5,100.0,74.0,Clear,0,0
35.3,86.4,72.3,Clear,0,0
29.0,95.1,77.7,Clear,1,1
40.1,94.7,69.9,Rain,0,0
68.7,73.9,58.4,Clear,0,1
52.8,94.8,58.3,Clear,0,0
31.7,98.3,83.9,Rain,1,0
76.8,46.0,57.2,Rain,1,1
76.9,70.0,54.7,Clear,0,1
76.3,55.6,49.2,Clear,1,1
34.0,92.4,60.3,Clear,0,0
48.2,95.6,81.0,Clear,0,0
84.0,37.6,59.1,Clear,1,1
69.7,73.1,43.1,Clear,0,0
19.8,100.0,86.9,Clear,0,0
22.4,96.1,87.5,Rain,0,0
49.1,85.0,68.8,Rain,1,0
78.9,48.7,71.6,Clear,1,1
54.1,94.1,67.7,Clear,0,0
51.4,74.6,52.5,Clear,0,0
25.1,81.4,80.8,Clear,0,0
62.0,77.7,64.8,Clear,0,0
73.1,48.7,51.9,Rain,1,1
